Employee ID,Department,Role,Salary,Experience (Years),Location,Date of Joining
121921,Facilities Management,Security Officer,31556,30,West Scottfort,23-05-1997
121922,Billing & Insurance,Insurance Coordinator,88394,26,Danielfurt,30-03-2016
121923,Medical Records & Health Information Management,Health Information Technician,41980,4,Mooreville,08-10-1997
121924,IT & Informatics,System Administrator,51231,29,West Adamtown,16-11-2019
121925,Billing & Insurance,Insurance Coordinator,64799,34,Kristinechester,12-02-2004
121926,Medical Records & Health Information Management,Medical Records Clerk,85831,27,West Austinstad,31-10-2014
121927,IT & Informatics,Healthcare Data Analyst,45664,28,North Audrey,26-03-2010
121928,Medical Records & Health Information Management,Data Entry Specialist,59696,32,Devinport,25-03-2016
121929,Billing & Insurance,Insurance Coordinator,99970,32,Victoriafort,15-06-2006
121930,Billing & Insurance,Medical Coder,44632,33,Hammondfort,29-03-2022
121931,IT & Informatics,System Administrator,67657,7,North Saraborough,02-07-1996
121932,Billing & Insurance,Medical Coder,59871,10,Lake Amy,09-04-2000
121933,Billing & Insurance,Billing Specialist,74045,11,Lake Feliciaside,22-06-1997
121934,IT & Informatics,Healthcare Data Analyst,52208,34,East Aaron,17-07-2014
121935,IT & Informatics,System Administrator,32049,9,Rodriguezmouth,23-03-2023
121936,Medical Records & Health Information Management,Data Entry Specialist,71274,24,Lake Mary,23-10-1998
121937,Human Resources,Training Coordinator,41327,14,Benjaminborough,14-06-1996
121938,Billing & Insurance,Billing Specialist,68470,26,New Kevin,26-12-2021
121939,Medical Records & Health Information Management,Medical Records Clerk,57040,28,West Nathanmouth,26-06-2019
121940,Billing & Insurance,Insurance Coordinator,68552,1,East Barbara,12-03-2019
121941,IT & Informatics,IT Support Specialist,38373,16,Joshuashire,26-08-1999
121942,IT & Informatics,IT Support Specialist,67126,19,Greenton,22-09-2010
121943,Medical Records & Health Information Management,Data Entry Specialist,98604,15,Hughesport,24-01-2009
121944,Billing & Insurance,Insurance Coordinator,93648,5,Adamfort,16-05-2023
121945,Medical Records & Health Information Management,Medical Records Clerk,60355,24,Garrettville,26-03-2010
121946,IT & Informatics,System Administrator,49513,20,Christopherville,20-11-2021
121947,Medical Records & Health Information Management,Data Entry Specialist,99124,27,Richardborough,05-03-2017
121948,Billing & Insurance,Billing Specialist,82863,29,Dickersontown,10-05-2002
121949,Facilities Management,Maintenance Supervisor,75631,22,East Brandontown,01-10-2005
121950,Medical Records & Health Information Management,Health Information Technician,43941,6,Port Joshua,05-05-2012
121951,Facilities Management,Janitorial Staff,95374,14,Nicoleside,30-04-1997
121952,Billing & Insurance,Insurance Coordinator,76792,8,Bobbyland,20-02-2006
121953,Billing & Insurance,Insurance Coordinator,87234,9,Port Thomas,19-02-2015
121954,Billing & Insurance,Billing Specialist,92003,8,Martinezport,06-08-2020
121955,Human Resources,HR Manager,42693,21,South Amanda,29-01-2025
121956,Facilities Management,Maintenance Supervisor,96944,7,Juanfort,05-05-2015
121957,Human Resources,Recruitment Specialist,85839,11,East Douglas,06-02-2021
121958,Facilities Management,Maintenance Supervisor,48728,29,West Donnashire,16-01-1999
121959,Medical Records & Health Information Management,Data Entry Specialist,71602,13,New Chelsea,06-03-2008
121960,Billing & Insurance,Billing Specialist,59680,10,Smithburgh,05-05-2003
121961,IT & Informatics,System Administrator,95445,32,Ronaldburgh,09-04-2006
121962,Facilities Management,Security Officer,42681,13,Griffinville,20-03-2021
121963,Medical Records & Health Information Management,Medical Records Clerk,59409,22,North Melody,19-09-2019
121964,Billing & Insurance,Insurance Coordinator,43292,8,South Alicialand,04-07-2001
121965,Human Resources,HR Manager,58833,11,Lake David,05-11-2014
121966,Billing & Insurance,Billing Specialist,47459,21,Thomasmouth,18-03-2018
121967,Medical Records & Health Information Management,Medical Records Clerk,67838,10,Reevesfort,25-07-2001
121968,Human Resources,Training Coordinator,98517,11,New Christopherstad,08-06-2020
121969,Human Resources,Recruitment Specialist,40361,4,North Richardmouth,11-11-2024
121970,Human Resources,HR Manager,59443,15,Port Jenniferfort,13-02-2009
121971,Facilities Management,Security Officer,90396,31,Donnaton,09-09-2002
121972,Billing & Insurance,Medical Coder,62605,13,Port Katelynmouth,30-06-1995
121973,Human Resources,Recruitment Specialist,68300,4,Pattonville,21-06-2020
121974,IT & Informatics,System Administrator,32188,32,East Caseyfort,12-09-1997
121975,Billing & Insurance,Billing Specialist,69361,27,Port Deniseside,07-07-2017
121976,IT & Informatics,IT Support Specialist,39106,2,Longton,01-05-2018
121977,Billing & Insurance,Medical Coder,36711,13,East Patrick,05-05-2010
121978,Human Resources,Training Coordinator,63624,28,South Angelachester,07-01-2020
121979,Human Resources,HR Manager,43798,35,Transtad,14-11-2007
121980,IT & Informatics,System Administrator,35438,28,East Christopherland,14-04-2022
121981,Facilities Management,Maintenance Supervisor,30254,25,Lake Elizabethport,06-11-2022
121982,Billing & Insurance,Billing Specialist,94792,29,Taylorchester,30-01-2018
121983,Medical Records & Health Information Management,Data Entry Specialist,67238,9,Lake Jessica,26-01-2003
121984,Human Resources,Training Coordinator,48541,5,Port Melissa,19-09-2021
121985,Facilities Management,Security Officer,41597,6,West Francisco,21-01-2019
121986,Human Resources,Training Coordinator,88101,5,Blackwellland,29-11-2015
121987,Medical Records & Health Information Management,Health Information Technician,57114,16,West David,24-12-2017
121988,Facilities Management,Maintenance Supervisor,54177,5,Lake Jacob,11-09-2022
121989,IT & Informatics,System Administrator,38072,28,West Jeanetteborough,10-09-1995
121990,Billing & Insurance,Insurance Coordinator,61993,17,Benjaminville,09-06-2006
121991,Billing & Insurance,Billing Specialist,40616,8,East James,15-08-1995
121992,Medical Records & Health Information Management,Medical Records Clerk,82802,10,Kyleside,16-05-2008
121993,Facilities Management,Maintenance Supervisor,97117,11,Port Antoniobury,17-08-2014
121994,Human Resources,Recruitment Specialist,72890,23,Patriciashire,11-10-2005
121995,Medical Records & Health Information Management,Health Information Technician,38923,7,Port Renee,20-02-2017
121996,Human Resources,Training Coordinator,85099,22,Patriciastad,27-01-2002
121997,Billing & Insurance,Insurance Coordinator,58819,26,Peterview,23-02-1999
121998,Human Resources,HR Manager,82449,33,Murphyfort,08-03-2013
121999,Human Resources,HR Manager,33572,30,North Jaredburgh,30-08-2014
122000,Facilities Management,Maintenance Supervisor,59503,19,Port Michaelhaven,04-06-2009
122001,Human Resources,Training Coordinator,66973,24,Williamton,18-08-2016
122002,Human Resources,HR Manager,63858,33,New Michelle,26-08-2018
122003,Facilities Management,Security Officer,65829,10,Anaview,13-04-2003
122004,Facilities Management,Janitorial Staff,47355,6,Russellmouth,06-10-2003
122005,Billing & Insurance,Medical Coder,45615,9,Katherinemouth,10-08-2006
122006,Human Resources,Recruitment Specialist,84100,23,Jamesmouth,04-01-1999
122007,Human Resources,HR Manager,51996,26,Mooreberg,07-03-2019
122008,IT & Informatics,System Administrator,64874,16,Lake Shelbyburgh,07-05-2009
122009,Facilities Management,Maintenance Supervisor,68275,32,Clarkchester,28-02-2006
122010,Human Resources,HR Manager,45500,31,New Kristen,22-10-2004
122011,IT & Informatics,System Administrator,96941,1,Thompsonbury,08-05-2012
122012,IT & Informatics,System Administrator,76396,16,Michaelland,19-01-2022
122013,Billing & Insurance,Billing Specialist,95229,19,New Matthew,17-03-2011
122014,Facilities Management,Maintenance Supervisor,92107,32,Laneburgh,09-12-2013
122015,Billing & Insurance,Insurance Coordinator,40266,33,Cameronchester,12-03-2019
122016,Medical Records & Health Information Management,Health Information Technician,59079,8,Port Kenneth,03-12-2011
122017,IT & Informatics,System Administrator,32769,9,East Ashley,02-02-1996
122018,Billing & Insurance,Insurance Coordinator,42098,14,South Rileychester,24-03-2013
122019,IT & Informatics,System Administrator,67097,6,East Scottside,01-06-2022
122020,Billing & Insurance,Billing Specialist,61316,17,Port John,21-08-1997
122021,Medical Records & Health Information Management,Medical Records Clerk,72291,31,North Chelsea,28-02-2004
122022,Human Resources,HR Manager,98815,23,West Erica,31-12-2021
122023,Billing & Insurance,Billing Specialist,80686,8,West Theresa,17-05-2010
122024,Medical Records & Health Information Management,Health Information Technician,77268,17,Scottland,25-05-2002
122025,Medical Records & Health Information Management,Data Entry Specialist,94588,13,Port Meganland,12-08-2019
122026,Facilities Management,Janitorial Staff,83966,35,West Amy,24-04-2016
122027,Facilities Management,Maintenance Supervisor,95798,17,North Danielle,16-08-2008
122028,Billing & Insurance,Medical Coder,93858,4,Reyesport,21-08-1999
122029,Human Resources,Training Coordinator,30737,1,Hendrixmouth,04-05-1999
122030,IT & Informatics,IT Support Specialist,58793,26,Rogersstad,22-04-2022
122031,IT & Informatics,System Administrator,62792,34,Port Danielletown,28-05-2020
122032,Facilities Management,Janitorial Staff,71302,11,Port Barbara,09-04-2007
122033,Billing & Insurance,Insurance Coordinator,35430,18,Williamshire,22-03-2023
122034,IT & Informatics,Healthcare Data Analyst,48548,6,Masonborough,24-04-2013
122035,Human Resources,Recruitment Specialist,46085,33,Josephtown,10-03-2010
122036,IT & Informatics,System Administrator,74055,24,Lake Valerie,12-04-2021
122037,Billing & Insurance,Insurance Coordinator,66491,6,New Dominic,29-04-2004
122038,Billing & Insurance,Billing Specialist,75142,11,New Kimshire,13-02-2000
122039,IT & Informatics,IT Support Specialist,71950,16,North Shannon,11-06-1996
122040,Medical Records & Health Information Management,Medical Records Clerk,71529,28,West Michael,18-02-2016
122041,Facilities Management,Maintenance Supervisor,51156,3,Teresaberg,12-01-2013
122042,Billing & Insurance,Billing Specialist,88258,7,North Stephanie,07-12-2000
122043,Billing & Insurance,Billing Specialist,35144,27,Henryhaven,30-11-1999
122044,Billing & Insurance,Insurance Coordinator,33837,32,New Emilyport,21-11-2004
122045,Medical Records & Health Information Management,Medical Records Clerk,44066,31,South Paulfort,14-09-2004
122046,Medical Records & Health Information Management,Health Information Technician,39762,3,North Kennethview,28-05-2016
122047,Medical Records & Health Information Management,Health Information Technician,53755,14,Padillaton,22-08-2004
122048,IT & Informatics,System Administrator,38174,6,Coryland,05-09-2019
122049,Human Resources,Training Coordinator,59974,28,Samanthamouth,30-03-2024
122050,Facilities Management,Maintenance Supervisor,95639,32,North Carrieland,28-01-2015
122051,Medical Records & Health Information Management,Data Entry Specialist,58297,4,Port Juliamouth,09-10-2010
122052,Human Resources,Recruitment Specialist,68804,23,Margaretmouth,23-09-2010
122053,Billing & Insurance,Insurance Coordinator,63480,6,Lake Ashleyberg,13-07-2016
122054,IT & Informatics,Healthcare Data Analyst,63427,33,Millerfort,03-07-2001
122055,Medical Records & Health Information Management,Data Entry Specialist,95981,21,Benjaminport,27-03-2004
122056,Human Resources,Recruitment Specialist,98935,13,Danielberg,31-12-2008
122057,Medical Records & Health Information Management,Health Information Technician,93357,5,Angelicamouth,12-09-2006
122058,Billing & Insurance,Insurance Coordinator,49651,28,Amandaburgh,26-06-2006
122059,IT & Informatics,Healthcare Data Analyst,30999,10,Lake Kim,18-08-2021
122060,Billing & Insurance,Insurance Coordinator,80039,19,Sullivanbury,11-11-1997
122061,Human Resources,Recruitment Specialist,88232,31,Williamschester,03-01-2013
122062,Human Resources,Training Coordinator,99501,26,North Anna,26-11-2009
122063,Human Resources,HR Manager,73158,31,Johnsonmouth,26-11-2004
122064,Human Resources,Training Coordinator,42446,29,West Melissa,12-12-2015
122065,Medical Records & Health Information Management,Medical Records Clerk,74967,18,New Gregoryview,12-06-2010
122066,IT & Informatics,System Administrator,40227,6,South Christinestad,05-10-2005
122067,Medical Records & Health Information Management,Health Information Technician,39447,24,West Kimberlyhaven,16-05-2023
122068,Medical Records & Health Information Management,Medical Records Clerk,91245,15,Port Tonya,01-09-2019
122069,Billing & Insurance,Medical Coder,71845,33,Port Sharon,24-03-1996
122070,IT & Informatics,Healthcare Data Analyst,36487,24,West Derek,29-08-2016
122071,Human Resources,Recruitment Specialist,34559,10,New Edwintown,25-03-2021
122072,Billing & Insurance,Medical Coder,31575,6,Chadfort,21-09-2009
122073,IT & Informatics,System Administrator,80180,27,West Meghan,26-07-1998
122074,Medical Records & Health Information Management,Health Information Technician,60588,29,Nicoleville,13-04-2002
122075,Human Resources,Training Coordinator,53378,27,Adamfurt,17-04-2008
122076,Human Resources,HR Manager,50422,9,Rosetown,28-10-2010
122077,Billing & Insurance,Insurance Coordinator,73922,2,Jamiemouth,21-12-2023
122078,Facilities Management,Security Officer,36368,34,Andersontown,29-10-2017
122079,Human Resources,Training Coordinator,61311,2,Annaland,21-08-2006
122080,Billing & Insurance,Billing Specialist,47204,16,Annaview,12-10-1996
122081,Facilities Management,Maintenance Supervisor,31439,17,Nguyenmouth,03-01-2015
122082,IT & Informatics,System Administrator,67621,20,Reneechester,15-05-2002
122083,Billing & Insurance,Insurance Coordinator,74530,32,Terrichester,18-10-2018
122084,Facilities Management,Maintenance Supervisor,83941,19,Nicoleville,18-07-2001
122085,IT & Informatics,Healthcare Data Analyst,63211,35,Lake Josephton,03-05-1998
122086,Medical Records & Health Information Management,Data Entry Specialist,83234,33,Jarvisshire,01-04-2001
122087,Facilities Management,Security Officer,48828,16,Colemanville,11-01-2011
122088,Billing & Insurance,Insurance Coordinator,80895,10,Chasebury,18-02-2021
122089,Human Resources,HR Manager,58416,25,Ewingfort,24-09-2010
122090,Billing & Insurance,Medical Coder,43016,33,Lake Johnchester,25-06-1997
